window_id,entropy_norm,repetition_ratio,locality_small_delta_ratio,cache_window_reuse_proxy,branch_norm,coherence_score,hardware_pressure_proxy,reconstruction_residual,mixture_entropy,drift_alarm,unknown_regime_candidate,mixture_policy,old_residual,old_dominant_prototype,old_mixture_entropy,old_weight_low_entropy_repeating,old_weight_sequential_ids,old_weight_uniform_32bit,old_weight_zipfian_smallints,old_weight_clustered_ranges,new_residual,new_dominant_prototype,new_mixture_entropy,new_weight_low_entropy_repeating,new_weight_sequential_ids,new_weight_uniform_32bit,new_weight_zipfian_smallints,new_weight_clustered_ranges,new_weight_learned_drift_prototype,residual_reduction,residual_reduction_pct,old_residual_z,new_residual_z,new_entropy_z,old_drift_score_recomputed,new_drift_score,old_alarm_recomputed,new_alarm,recovered_alarm,updated_policy,policy_changed_after_update
0,0.7191648388447707,0.4388784397520523,0.8585979199113825,0.6973680290593639,0.07534187831011963,0.8804978813094048,0.7089117615922824,0.03025636111484627,1.0457997106239278,False,False,hybrid,0.6217454463081458,low_entropy_repeating,1.5163088406175047,0.4664036951566745,0.21601971050835087,0.31757659433497465,0.0,0.0,0.6217454463081458,low_entropy_repeating,1.5163088406175047,0.4664036951566745,0.21601971050835087,0.31757659433497465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,coherent_local,True
1,0.4603087503164537,0.37079802423258124,0.9267649888486018,0.6438651200806645,0.658209290616664,0.4547313590618649,0.28179097742782155,0.04053126176123749,0.8102793497927503,False,False,hybrid,0.5191326431669611,low_entropy_repeating,1.9279481650813528,0.32092706651762276,0.31571978408647877,0.1350582334660859,0.22829491592981258,0.0,0.46303841120762607,learned_drift_prototype,1.4895383574527834,0.2491336123536962,0.24079945060528868,0.0,0.0,0.0,0.5100669370410152,0.056094231959334995,10.805375600565773,-0.3032204787146609,-0.4201737309694468,-0.03185343393929421,0.0,0.0,False,False,False,prototype_recovery,True
2,0.7621049375940657,0.6316643991220648,0.7580877400853738,0.35452596812986836,0.7765584195159226,0.8144968970577582,0.7227067976590095,0.02971799674267656,1.1830772963883371,False,False,hybrid,0.6308991882667452,zipfian_smallints,1.7529816415698085,0.09601060108661387,0.32931294400309924,0.12895665287449842,0.4457198020357884,0.0,0.6231876502528398,zipfian_smallints,1.9395099031648553,0.08260333925290289,0.3270183318853973,0.1046522429273869,0.42351469928813723,0.0,0.062211386646175586,0.007711538013905339,1.2223090720866308,0.23821268695362394,0.2852067624719255,0.6926421119273578,0.06121905711208582,0.08250606183534961,False,False,False,hybrid,False
3,0.13504301262978302,0.15428949206754783,0.6830489532424546,0.7447621559078171,0.7740077859473681,0.3606602865105216,0.39636776482789515,0.04423969133863244,1.3322430731802228,False,False,hybrid,0.7405472716924901,zipfian_smallints,1.8561909728649248,0.3270725028144349,0.09728139657737064,0.20786223247591604,0.36778386813227837,0.0,0.6687041823690618,learned_drift_prototype,0.707053554906123,0.19268449330132276,0.0,0.0,0.0,0.0,0.8073155066986774,0.07184308932342831,9.701350888679112,0.6646740766840381,0.3946612472933372,-1.6802153713222492,0.1314707677293915,0.054265921502833867,False,False,False,prototype_recovery,True
4,0.20393720426837733,0.47570492622593374,0.2269093490508841,0.6698139946825103,0.34972153509786463,0.76614255684627,0.6602120816017993,0.04314731402457793,0.8836225731778264,False,False,hybrid,0.4984420156486567,zipfian_smallints,1.529537322998642,0.36125657744698175,0.0,0.2121778307877339,0.4265655917652844,0.0,0.5000287168703849,learned_drift_prototype,1.5116264659626952,0.2436257180333283,0.0,0.0,0.2694290722765316,0.0,0.4869452096901401,-0.0015867012217281595,-0.31833215738510257,-0.6129330507180065,-0.3987749268761533,0.1875690563719125,0.0,0.011723066023244532,False,False,False,prototype_recovery,True
5,0.7438114859974415,0.38747837903017446,0.2883281039302441,0.6824955039749755,0.11180198688744786,0.2599265619800867,0.10588981580080442,0.03933679098034976,1.2078220564596351,False,False,hybrid,0.6280364292228847,low_entropy_repeating,0.9977203245971411,0.5281008728566894,0.0,0.4718991271433107,0.0,0.0,0.6280364292228847,low_entropy_repeating,0.9977203245971411,0.5281008728566894,0.0,0.4718991271433107,0.0,0.0,0.0,0.0,0.0,0.265514889261633,0.5943479290416723,-0.9729637459121331,0.08238972698669435,0.08172284024322995,False,False,False,coherent_local,True
6,0.6641323029010681,0.7807290310219679,0.45891577553833995,0.5687411959528937,0.11183759850212596,0.19162405882877875,0.6347223694323774,0.04952417531887222,0.6292825570960489,False,False,hybrid,0.5143288435794829,low_entropy_repeating,1.539400622155377,0.4393088257191616,0.0,0.3257081196364452,0.0,0.2349830546443933,0.5143288435794828,low_entropy_repeating,1.539400622155377,0.4393088257191616,0.0,0.3257081196364452,0.0,0.2349830546443933,0.0,1.1102230246251565e-16,2.158585967877156e-14,-1.0490629523712673,-0.8494227237752998,0.4092631807126182,0.0,0.025578948794538637,False,False,False,coherent_local,True
7,0.7119990859328205,0.6347183200005908,0.5535794006579958,0.5592071607454135,0.24316007845008977,0.12465426765435153,0.4493739113858899,0.04786963821885731,1.0021739187795964,False,False,hybrid,0.4704049890664326,uniform_32bit,1.31634156473126,0.46346767747510836,0.00523405930603154,0.4687632001103659,0.0,0.06253506310849431,0.4704049890664326,uniform_32bit,1.31634156473126,0.46346767747510836,0.00523405930603154,0.4687632001103659,0.0,0.06253506310849431,0.0,0.0,0.0,-1.4059596603642948,-1.3048134510637954,-0.17161488119803112,0.0,0.0,False,False,False,simd,True
8,0.7827224586145329,0.23393948586534075,0.05830274168906602,0.28138389202199654,0.2348750062133469,0.629533211781516,0.5456257218730227,0.037378095366150714,1.2063975984918343,False,False,hybrid,0.4743648643875946,uniform_32bit,0.9396418800286169,0.32305248498132055,0.003546319097766518,0.6734011959209129,0.0,0.0,0.4743648643875946,uniform_32bit,0.9396418800286169,0.32305248498132055,0.003546319097766518,0.6734011959209129,0.0,0.0,0.0,0.0,0.0,-1.1276036373192588,-1.0556082228834012,-1.1638520746074994,0.05254703053186974,0.0,False,False,False,simd,True
9,0.4251094891520565,0.8140203846660347,0.1669729199077039,0.022712073133860478,0.07203828862051341,0.6778874804771602,0.4695017842011099,0.027958964896959145,1.053123529681922,False,False,hybrid,0.6155795027177006,clustered_ranges,1.3415109525792472,0.3420002754494308,0.1042035668393989,0.0,0.0,0.5537961577111704,0.6155795027177006,clustered_ranges,1.3415109525792472,0.3420002754494308,0.1042035668393989,0.0,0.0,0.5537961577111704,0.0,0.0,0.0,0.5307306554754821,0.7791249589944542,0.03398824601558725,0.07842623513597032,0.10925394723771167,False,False,False,guarded_fallback,True
