window_id,truth_regime,predicted_regime,policy,throughput,latency,pressure,coherence,regime_confidence,pareto_efficient,throughput_score,latency_score,pressure_score,coherence_score_obj,objective_throughput_first,objective_latency_first,objective_balanced_constraint
0,low_entropy_repeating,low_entropy_repeating,scalar,1657.541747723922,0.6171661311582838,0.07999999999999999,0.9395,0.95,False,0.7970986798324425,0.868999639548661,0.8000000000000002,0.800000000000001,0.8086091538317648,0.8373695377182522,0.8163795138368983
0,low_entropy_repeating,low_entropy_repeating,simd,1378.1603337689496,0.7616998211952055,0.17600000000000002,0.9058999999999999,0.95,False,0.2916772045197579,0.43567909983452524,0.0,0.0,0.24035818768703354,0.29795894581294047,0.1964229363145587
0,low_entropy_repeating,low_entropy_repeating,coherent_local,1769.6993438899196,0.5734710745964838,0.056,0.9479,0.95,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,low_entropy_repeating,low_entropy_repeating,guarded_fallback,1216.930164895042,0.9070202069138014,0.11599999999999999,0.9269,0.95,False,0.0,0.0,0.5000000000000002,0.5,0.12500000000000003,0.12500000000000003,0.22500000000000003
0,low_entropy_repeating,low_entropy_repeating,hybrid,1456.1017082552887,0.7204858694808652,0.128,0.9226999999999999,0.95,False,0.43267886931601707,0.5592409614049878,0.4,0.3999999999999979,0.44349346580035814,0.4941183026359466,0.4496139011460516
1,sequential_ids,sequential_ids,scalar,1323.630864986038,0.7544541925261716,0.264,0.6151,0.95,True,0.6341967721630546,0.7485215792151272,0.7142857142857141,0.7142857142857154,0.6713677287515305,0.7170976515723595,0.6988179978812697
1,sequential_ids,sequential_ids,simd,1452.7805287688884,0.6886768518272186,0.3,0.6025,0.95,True,1.0,1.0,0.2857142857142859,0.2857142857142884,0.8214285714285718,0.8214285714285717,0.6785714285714293
1,sequential_ids,sequential_ids,coherent_local,1293.8332694493001,0.78370003833042,0.24,0.6234999999999999,0.95,True,0.5497981271348679,0.6367095320995262,1.0,1.0,0.6753853060958497,0.710149868081713,0.774116821165342
1,sequential_ids,sequential_ids,guarded_fallback,1099.7227809011792,0.9502394164944361,0.324,0.5941,0.95,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,sequential_ids,sequential_ids,hybrid,1382.0860775209549,0.7190849178286587,0.27,0.613,0.95,True,0.7997651894770972,0.8837445792744545,0.6428571428571426,0.6428571428571442,0.7731350862917123,0.8067268422106553,0.7501514159474574
